vin_label,failed,week,fleet_rank_pct,metric
VIN7_F_SM,true,2024-05-06T00:00:00.000000,0.4473684210526316,vsi_drive_std
VIN7_NF_SM,false,2024-05-06T00:00:00.000000,0.8157894736842105,vsi_drive_std
VIN8_NF_SM,false,2024-05-06T00:00:00.000000,0.34210526315789475,vsi_drive_std
VIN9_F_SM,true,2024-05-06T00:00:00.000000,0.6578947368421053,vsi_drive_std
VIN9_NF_SM,false,2024-05-06T00:00:00.000000,0.39473684210526316,vsi_drive_std
VIN10_NF_SM,false,2024-05-13T00:00:00.000000,0.6176470588235294,vsi_drive_std
VIN11_F_SM,true,2024-05-13T00:00:00.000000,0.3235294117647059,vsi_drive_std
VIN11_NF_SM,false,2024-05-13T00:00:00.000000,0.8529411764705882,vsi_drive_std
VIN12_NF_SM,false,2024-05-13T00:00:00.000000,0.6764705882352942,vsi_drive_std
VIN13_NF_SM,false,2024-05-13T00:00:00.000000,0.9705882352941176,vsi_drive_std
VIN14_NF_SM,false,2024-05-13T00:00:00.000000,0.5588235294117647,vsi_drive_std
VIN15_NF_SM,false,2024-05-13T00:00:00.000000,0.14705882352941177,vsi_drive_std
VIN18_NF_SM,false,2024-05-13T00:00:00.000000,0.029411764705882353,vsi_drive_std
VIN20_NF_SM,false,2024-05-13T00:00:00.000000,0.7352941176470589,vsi_drive_std
VIN2_NF_SM,false,2024-05-13T00:00:00.000000,0.20588235294117646,vsi_drive_std
VIN3_NF_SM,false,2024-05-13T00:00:00.000000,0.08823529411764706,vsi_drive_std
VIN5_F_SM,true,2024-05-13T00:00:00.000000,0.38235294117647056,vsi_drive_std
VIN6_NF_SM,false,2024-05-13T00:00:00.000000,0.5,vsi_drive_std
VIN7_NF_SM,false,2024-05-13T00:00:00.000000,0.9117647058823529,vsi_drive_std
VIN8_NF_SM,false,2024-05-13T00:00:00.000000,0.2647058823529412,vsi_drive_std
VIN9_F_SM,true,2024-05-13T00:00:00.000000,0.7941176470588235,vsi_drive_std
VIN9_NF_SM,false,2024-05-13T00:00:00.000000,0.4411764705882353,vsi_drive_std
VIN10_NF_SM,false,2024-05-20T00:00:00.000000,0.5526315789473685,vsi_drive_std
VIN11_F_SM,true,2024-05-20T00:00:00.000000,0.13157894736842105,vsi_drive_std
VIN11_NF_SM,false,2024-05-20T00:00:00.000000,0.868421052631579,vsi_drive_std
VIN12_NF_SM,false,2024-05-20T00:00:00.000000,0.6052631578947368,vsi_drive_std
VIN13_NF_SM,false,2024-05-20T00:00:00.000000,0.9210526315789473,vsi_drive_std
VIN14_NF_SM,false,2024-05-20T00:00:00.000000,0.4473684210526316,vsi_drive_std
VIN15_NF_SM,false,2024-05-20T00:00:00.000000,0.18421052631578946,vsi_drive_std
VIN18_NF_SM,false,2024-05-20T00:00:00.000000,0.02631578947368421,vsi_drive_std
VIN20_NF_SM,false,2024-05-20T00:00:00.000000,0.8157894736842105,vsi_drive_std
VIN2_NF_SM,false,2024-05-20T00:00:00.000000,0.07894736842105263,vsi_drive_std
VIN3_NF_SM,false,2024-05-20T00:00:00.000000,0.6578947368421053,vsi_drive_std
VIN5_F_SM,true,2024-05-20T00:00:00.000000,0.39473684210526316,vsi_drive_std
VIN5_NF_SM,false,2024-05-20T00:00:00.000000,0.5,vsi_drive_std
VIN6_NF_SM,false,2024-05-20T00:00:00.000000,0.23684210526315788,vsi_drive_std
VIN7_F_SM,true,2024-05-20T00:00:00.000000,0.7105263157894737,vsi_drive_std
VIN7_NF_SM,false,2024-05-20T00:00:00.000000,0.9736842105263158,vsi_drive_std
VIN8_NF_SM,false,2024-05-20T00:00:00.000000,0.2894736842105263,vsi_drive_std
VIN9_F_SM,true,2024-05-20T00:00:00.000000,0.7631578947368421,vsi_drive_std
